Order_ID,Order_Date,Customer_ID,Product_Name,Category,Region,Sales,Quantity,Profit,Payment_Mode
ORD100423,2025-05-28,CUST1656,Trail Backpack,Sports,North,73.71,1,16.95,Credit Card
ORD100579,2024-09-23,CUST1066,Gourmet Tea,Grocery,South,9.09,1,1.68,UPI
ORD100544,2025-03-23,CUST1463,Protein Bar Pack,Grocery,Central,32.38,1,5.0,Cash
ORD100279,2026-03-30,CUST1686,Trail Backpack,Sports,West,282.46,1,91.65,Credit Card
ORD100117,2025-02-21,CUST1154,Tennis Racket,Sports,North,142.67,1,28.67,Credit Card
ORD100229,2024-05-05,CUST1814,"LED Monitor 24""",Electronics,East,662.0,2,146.62,UPI
ORD100315,2025-04-23,CUST1897,Denim Jacket,Apparel,Central,23.68,1,2.65,Credit Card
ORD100327,2025-08-24,CUST1890,Smartphone X,Electronics,North,455.89,1,68.51,Net Banking
ORD100275,2024-07-26,CUST1866,Formal Shirt,Apparel,East,114.96,1,24.28,Cash
ORD100450,2024-09-12,CUST1325,Running Shoes,Apparel,Central,42.75,1,2.65,Credit Card
ORD100145,2024-06-18,CUST1462,Smartphone X,Electronics,West,874.5,1,65.79,Credit Card
ORD100638,2025-03-11,CUST1008,Organic Coffee,Grocery,West,62.54,2,10.04,Cash
ORD100382,2025-05-19,CUST1628,Formal Shirt,Apparel,East,109.36,1,34.29,UPI
ORD100636,2026-01-28,CUST1148,"LED Monitor 24""",Electronics,West,1278.76,1,205.09,Debit Card
ORD100537,2024-05-19,CUST1041,Protein Bar Pack,Grocery,Central,34.67,1,10.89,UPI
ORD100269,2024-12-15,CUST1645,Air Purifier,Home,North,283.35,1,93.59,Net Banking
ORD100481,2026-01-01,CUST1573,Formal Shirt,Apparel,North,128.97,3,32.47,Cash
ORD100047,2025-03-14,CUST1684,Scented Candle,Home,South,264.24,1,89.51,Net Banking
ORD100262,2024-08-05,CUST1548,Gourmet Tea,Grocery,South,5.85,1,1.89,Cash
ORD100196,2024-12-11,CUST1511,Air Purifier,Home,East,69.71,1,6.18,Debit Card
ORD100397,2025-06-09,CUST1511,Blender Pro,Home,Central,161.85,1,11.36,Credit Card
ORD100588,2024-06-29,CUST1932,Running Shoes,Apparel,East,127.22,2,25.0,UPI
ORD100108,2025-04-24,CUST1429,Tennis Racket,Sports,East,236.98,1,31.75,Credit Card
ORD100470,2024-10-19,CUST1001,Organic Coffee,Grocery,North,23.14,2,7.18,UPI
ORD100569,2025-06-30,CUST1911,Kitchen Knife Set,Home,Central,174.55,1,42.28,Debit Card
ORD100330,2025-07-15,CUST1973,Trail Backpack,Sports,East,256.99,1,76.0,Net Banking
ORD100101,2026-01-03,CUST1648,Smartwatch Pro,Electronics,Central,518.56,1,110.03,UPI
ORD100358,2024-08-13,CUST1687,"LED Monitor 24""",Electronics,North,112.93,1,6.25,Cash
ORD100629,2026-04-04,CUST1158,Protein Bar Pack,Grocery,Central,19.85,1,1.05,UPI
ORD100341,2025-10-30,CUST1398,"LED Monitor 24""",Electronics,Central,938.56,1,307.21,UPI
ORD100180,2025-09-18,CUST1452,Organic Coffee,Grocery,South,20.07,1,1.78,Debit Card
ORD100305,2026-04-04,CUST1227,Air Purifier,Home,West,231.65,1,49.95,Net Banking
ORD100357,2025-11-05,CUST1872,Noise-Cancel Headphones,Electronics,Central,658.17,1,91.41,Net Banking
ORD100676,2025-03-29,CUST1862,Yoga Mat,Sports,Central,38.59,1,13.29,Credit Card
ORD100150,2025-01-19,CUST1866,Running Shoes,Apparel,East,43.84,1,3.29,Credit Card
ORD100125,2025-12-27,CUST1134,Kitchen Knife Set,Home,West,62.31,1,4.45,UPI
ORD100667,2025-11-10,CUST1645,Electric Kettle,Home,Central,162.14,1,20.84,Credit Card
ORD100610,2025-10-27,CUST1662,Kitchen Knife Set,Home,South,801.93,3,110.54,UPI
ORD100186,2025-12-03,CUST1034,Tennis Racket,Sports,Central,143.9,1,8.44,Net Banking
ORD100501,2025-12-06,CUST1767,Electric Kettle,Home,Central,83.23,1,4.8,Cash
ORD100480,2024-11-04,CUST1328,Yoga Mat,Sports,South,95.59,1,24.09,Debit Card
ORD100694,2025-06-24,CUST1525,Gourmet Tea,Grocery,East,,1,1.22,Cash
ORD100495,2024-08-10,CUST1137,Classic Lamp,Home,North,144.15,1,21.24,Debit Card
ORD100322,2025-05-19,CUST1409,Tennis Racket,Sports,East,300.54,1,47.1,Debit Card
ORD100649,2025-04-20,CUST1732,Wireless Mouse,Electronics,East,351.18,1,63.94,Debit Card
ORD100143,2025-04-19,CUST1454,Running Shoes,Apparel,Central,57.86,1,8.98,Credit Card
ORD100142,2025-06-26,CUST1035,Blender Pro,Home,North,64.85,1,13.93,Debit Card
ORD100682,2024-11-16,CUST1239,Protein Bar Pack,Grocery,East,30.36,1,8.1,UPI
ORD100321,2024-05-20,CUST1009,Blender Pro,Home,South,104.32,1,12.89,Cash
ORD100020,2024-12-02,CUST1170,Wireless Mouse,Electronics,West,906.59,1,133.81,UPI
ORD100173,2025-03-13,CUST1291,Tennis Racket,Sports,Central,120.67,1,41.77,Credit Card
ORD100570,2026-03-09,CUST1232,Electric Kettle,Home,South,74.94,1,18.36,Credit Card
ORD100313,2025-01-26,CUST1466,Formal Shirt,Apparel,Central,105.9,1,9.04,UPI
ORD100655,2024-07-08,CUST1523,Air Purifier,Home,East,280.8,2,62.21,Net Banking
ORD100013,2024-07-27,CUST1951,Gourmet Tea,Grocery,East,5.26,1,1.34,Credit Card
ORD100306,2024-08-13,CUST1758,Denim Jacket,Apparel,Central,83.59,1,27.96,Cash
ORD100026,2025-10-12,CUST1720,Electric Kettle,Home,Central,285.32,1,20.6,Credit Card
ORD100523,2025-12-20,CUST1174,Smartwatch Pro,Electronics,North,153.02,1,36.29,Debit Card
ORD100170,2024-04-09,CUST1987,Air Purifier,Home,South,279.42,2,74.81,Cash
ORD100488,2024-06-10,CUST1348,Yoga Mat,Sports,Central,219.59,1,54.32,Debit Card
ORD100548,2026-01-25,CUST1805,Trail Backpack,Sports,West,240.02,2,56.9,Debit Card
ORD100246,2025-09-26,CUST1910,Classic Lamp,Home,East,472.88,2,139.49,Debit Card
ORD100299,2024-12-24,CUST1766,Running Shoes,Apparel,East,97.53,1,13.45,Debit Card
ORD100539,2025-11-09,CUST1765,Smartwatch Pro,Electronics,North,652.04,1,227.07,Cash
ORD100273,2025-11-01,CUST1971,Yoga Mat,Sports,West,,1,14.39,Credit Card
ORD100155,2024-05-25,CUST1297,Scented Candle,Home,Central,125.85,1,42.62,Cash
ORD100127,2026-02-27,CUST1969,Smartwatch Pro,Electronics,West,720.2,2,61.54,Debit Card
ORD100479,2024-05-19,CUST1703,Kitchen Knife Set,Home,North,83.32,1,11.86,Credit Card
ORD100342,2026-03-06,CUST1320,Air Purifier,Home,North,84.66,3,16.28,Debit Card
ORD100288,2025-10-04,CUST1703,Protein Bar Pack,Grocery,Central,38.58,1,7.03,Net Banking
ORD100114,2025-11-28,CUST1410,Formal Shirt,Apparel,North,53.01,1,10.18,Net Banking
ORD100409,2025-10-30,CUST1447,Scented Candle,Home,South,63.62,1,10.77,UPI
ORD100174,2026-01-27,CUST1263,Smartphone X,Electronics,North,1043.47,1,171.41,UPI
ORD100363,2025-11-28,CUST1750,Electric Kettle,Home,South,116.33,1,40.41,Net Banking
ORD100058,2026-03-13,CUST1249,Electric Kettle,Home,Central,110.63,1,13.05,Cash
ORD100498,2025-08-11,CUST1721,Gourmet Tea,Grocery,North,28.24,1,2.03,Cash
ORD100223,2026-02-06,CUST1442,Scented Candle,Home,North,173.35,1,18.37,Debit Card
ORD100281,2024-09-17,CUST1462,Running Shoes,Apparel,North,128.19,1,13.26,UPI
ORD100018,2024-05-29,CUST1689,Organic Coffee,Grocery,North,14.96,1,4.76,UPI
ORD100413,2024-05-06,CUST1338,Running Shoes,Apparel,South,46.76,2,15.92,Cash
ORD100323,2024-06-03,CUST1965,Smartphone X,Electronics,North,706.64,1,155.41,UPI
ORD100256,2024-04-12,CUST1377,Yoga Mat,Sports,East,243.9,1,76.35,UPI
ORD100425,2024-11-03,CUST1671,Protein Bar Pack,Grocery,North,26.42,1,5.13,Cash
ORD100674,2024-06-28,CUST1866,Formal Shirt,Apparel,South,88.63,1,19.33,UPI
ORD100191,2025-07-08,CUST1867,Gourmet Tea,Grocery,North,19.73,1,3.33,Credit Card
ORD100447,2024-05-04,CUST1966,Air Purifier,Home,East,61.98,1,7.89,Net Banking
ORD100621,2024-09-02,CUST1126,Gourmet Tea,Grocery,North,34.21,1,3.53,Net Banking
ORD100378,2026-01-31,CUST1599,Denim Jacket,Apparel,East,47.11,1,5.47,Debit Card
ORD100095,2024-06-05,CUST1407,Denim Jacket,Apparel,South,90.13,1,20.14,Net Banking
ORD100181,2024-06-02,CUST1572,Tennis Racket,Sports,East,677.19,3,80.31,Credit Card
ORD100302,2024-07-17,CUST1007,Formal Shirt,Apparel,East,45.51,1,14.46,Cash
ORD100435,2026-02-01,CUST1869,Kitchen Knife Set,Home,North,176.82,1,46.45,Net Banking
ORD100516,2026-03-21,CUST1337,Scented Candle,Home,Central,,1,5.26,Credit Card
ORD100589,2025-01-02,CUST1020,Protein Bar Pack,Grocery,Central,14.63,1,3.97,UPI
ORD100692,2025-03-17,CUST1666,Classic Lamp,Home,West,334.02,2,103.94,Net Banking
ORD100437,2025-08-04,CUST1585,Noise-Cancel Headphones,Electronics,Central,173.85,1,12.87,Debit Card
ORD100006,2026-02-19,CUST1273,Running Shoes,Apparel,Central,39.55,1,8.2,Net Banking
ORD100690,2024-08-12,CUST1063,Tennis Racket,Sports,North,183.31,1,27.33,Cash
ORD100046,2025-03-30,CUST1305,Scented Candle,Home,West,152.06,1,39.67,Cash
ORD100406,2024-08-20,CUST1992,Air Purifier,Home,South,137.64,1,34.98,Net Banking
ORD100530,2024-05-18,CUST1055,Gourmet Tea,Grocery,East,36.7,1,9.74,Credit Card
ORD100172,2025-05-15,CUST1806,Protein Bar Pack,Grocery,South,61.52,2,3.56,Net Banking
ORD100017,2025-11-09,CUST1590,Protein Bar Pack,Grocery,South,6.09,1,2.08,UPI
ORD100049,2025-06-09,CUST1258,Running Shoes,Apparel,West,103.76,1,24.16,Credit Card
ORD100680,2026-02-20,CUST1455,Organic Coffee,Grocery,East,16.27,1,2.04,Credit Card
ORD100644,2024-09-13,CUST1178,Formal Shirt,Apparel,North,29.18,1,6.37,UPI
ORD100004,2024-05-18,CUST1747,Tennis Racket,Sports,Central,192.02,1,65.47,Cash
ORD100457,2025-10-27,CUST1396,Formal Shirt,Apparel,North,101.93,1,34.8,Debit Card
ORD100444,2026-02-08,CUST1368,Organic Coffee,Grocery,North,42.08,1,11.18,Credit Card
ORD100317,2025-12-15,CUST1717,Blender Pro,Home,West,459.66,2,105.79,Credit Card
ORD100648,2024-08-23,CUST1125,Yoga Mat,Sports,West,199.09,1,52.22,Cash
ORD100284,2025-10-18,CUST1860,Protein Bar Pack,Grocery,South,29.36,1,8.07,UPI
ORD100512,2025-07-26,CUST1676,Running Shoes,Apparel,West,60.76,1,5.26,Cash
ORD100286,2024-10-10,CUST1379,Scented Candle,Home,East,54.4,1,10.42,Net Banking
ORD100421,2025-07-08,CUST1302,Denim Jacket,Apparel,Central,95.85,1,13.72,Credit Card
ORD100226,2026-02-21,CUST1137,Trail Backpack,Sports,North,508.52,4,86.12,Net Banking
ORD100027,2024-07-31,CUST1911,Organic Coffee,Grocery,Central,14.06,1,4.34,Cash
ORD100552,2025-02-06,CUST1124,Classic Lamp,Home,West,207.23,1,68.61,Net Banking
ORD100264,2025-05-23,CUST1875,Tennis Racket,Sports,Central,157.29,3,35.53,Credit Card
ORD100051,2025-12-16,CUST1986,Organic Coffee,Grocery,South,27.5,2,2.57,UPI
ORD100365,2024-11-27,CUST1064,Denim Jacket,Apparel,East,73.2,1,8.73,UPI
ORD100230,2024-07-29,CUST1274,Air Purifier,Home,East,167.5,1,17.77,UPI
ORD100038,2025-01-22,CUST1215,Wireless Mouse,Electronics,Central,513.91,1,150.29,Debit Card
ORD100158,2025-11-08,CUST1575,Yoga Mat,Sports,East,273.45,3,86.78,Net Banking
ORD100238,2025-07-18,CUST1016,Organic Coffee,Grocery,South,10.89,1,1.89,Debit Card
ORD100675,2024-05-16,CUST1001,Tennis Racket,Sports,Central,302.98,2,53.21,Net Banking
ORD100375,2025-12-12,CUST1552,Classic Lamp,Home,West,328.84,2,81.08,UPI
ORD100371,2025-05-24,CUST1613,Smartwatch Pro,Electronics,North,1667.48,2,195.34,Net Banking
ORD100176,2025-02-07,CUST1596,Smartwatch Pro,Electronics,North,470.87,1,62.17,Debit Card
ORD100596,2025-01-02,CUST1843,Electric Kettle,Home,South,174.5,2,40.86,Debit Card
ORD100683,2025-08-29,CUST1505,Smartphone X,Electronics,Central,1019.41,1,217.2,Net Banking
ORD100518,2025-03-18,CUST1082,Tennis Racket,Sports,East,88.26,1,27.83,UPI
ORD100195,2025-11-01,CUST1884,"LED Monitor 24""",Electronics,South,673.61,1,161.68,Debit Card
ORD100598,2024-05-17,CUST1986,Protein Bar Pack,Grocery,North,14.8,1,3.76,UPI
ORD100606,2025-06-10,CUST1897,Organic Coffee,Grocery,South,73.41,3,20.61,Cash
ORD100433,2024-11-12,CUST1751,Running Shoes,Apparel,East,90.7,1,21.85,Credit Card
ORD100463,2025-08-27,CUST1556,Classic Lamp,Home,Central,,1,68.61,Credit Card
ORD100549,2024-12-26,CUST1232,Protein Bar Pack,Grocery,East,18.51,1,1.63,Debit Card
ORD100679,2025-08-04,CUST1004,Classic Lamp,Home,South,113.85,1,9.59,Credit Card
ORD100585,2025-05-07,CUST1499,Organic Coffee,Grocery,Central,22.88,1,7.84,Debit Card
ORD100604,2025-07-01,CUST1397,Classic Lamp,Home,West,259.95,1,72.61,Cash
ORD100068,2024-05-14,CUST1910,Wireless Mouse,Electronics,East,72.94,1,23.31,Net Banking
ORD100449,2025-11-19,CUST1554,Yoga Mat,Sports,South,355.57,1,54.68,Debit Card
ORD100169,2025-11-25,CUST1245,"LED Monitor 24""",Electronics,North,604.57,1,195.44,UPI
ORD100661,2024-08-12,CUST1496,Tennis Racket,Sports,South,193.05,1,36.19,Credit Card
ORD100163,2024-09-25,CUST1536,Kitchen Knife Set,Home,West,51.96,1,17.41,Credit Card
ORD100310,2025-07-10,CUST1280,Yoga Mat,Sports,South,59.58,1,7.59,UPI
ORD100194,2024-12-27,CUST1368,Formal Shirt,Apparel,West,93.91,1,32.31,Debit Card
ORD100487,2024-07-22,CUST1333,Air Purifier,Home,North,225.23,1,37.87,Net Banking
ORD100366,2026-01-28,CUST1331,Organic Coffee,Grocery,Central,22.9,1,2.43,UPI
ORD100384,2024-09-12,CUST1088,Denim Jacket,Apparel,West,173.48,2,52.24,Credit Card
ORD100634,2026-02-04,CUST1488,Tennis Racket,Sports,West,236.08,1,12.17,Net Banking
ORD100560,2024-10-11,CUST1852,Scented Candle,Home,East,135.51,1,35.03,Net Banking
ORD100153,2026-03-06,CUST1415,Electric Kettle,Home,West,38.16,1,2.55,Net Banking
ORD100458,2024-05-29,CUST1706,Formal Shirt,Apparel,South,29.19,1,5.77,Net Banking
ORD100471,2025-10-29,CUST1825,Yoga Mat,Sports,North,,1,13.13,Net Banking
ORD100227,2024-10-11,CUST1498,Air Purifier,Home,South,529.8,3,156.36,Credit Card
ORD100465,2025-12-12,CUST1305,Trail Backpack,Sports,North,230.38,1,34.81,Net Banking
ORD100641,2025-09-05,CUST1224,Smartwatch Pro,Electronics,East,878.08,1,207.12,UPI
ORD100104,2025-10-31,CUST1575,Trail Backpack,Sports,North,329.61,1,24.24,Credit Card
ORD100422,2025-12-30,CUST1244,Trail Backpack,Sports,North,153.12,1,10.98,Net Banking
ORD100501,2025-12-06,CUST1767,Electric Kettle,Home,Central,83.23,1,4.8,Cash
ORD100532,2025-03-03,CUST1235,Organic Coffee,Grocery,East,11.85,1,2.65,Credit Card
ORD100075,2025-05-01,CUST1195,Kitchen Knife Set,Home,Central,191.09,1,24.76,Cash
ORD100116,2026-02-04,CUST1077,Smartphone X,Electronics,West,770.94,1,49.03,Net Banking
ORD100408,2024-04-12,CUST1704,Protein Bar Pack,Grocery,West,25.66,1,8.55,Net Banking
ORD100678,2026-03-29,CUST1463,Denim Jacket,Apparel,South,,1,13.13,Debit Card
ORD100120,2026-01-25,CUST1176,Noise-Cancel Headphones,Electronics,South,1458.6,1,324.75,Cash
ORD100054,2026-03-29,CUST1156,Wireless Mouse,Electronics,South,1156.95,1,277.31,UPI
ORD100152,2025-11-15,CUST1271,Yoga Mat,Sports,Central,194.08,2,38.39,Cash
ORD100404,2024-06-28,CUST1106,Denim Jacket,Apparel,Central,440.72,4,81.72,Cash
ORD100663,2025-02-08,CUST1301,Protein Bar Pack,Grocery,North,5.03,1,0.91,Cash
ORD100208,2026-01-13,CUST1157,Scented Candle,Home,East,102.77,1,20.08,Credit Card
ORD100466,2025-07-14,CUST1767,Smartwatch Pro,Electronics,East,321.22,2,40.03,Credit Card
ORD100540,2024-04-05,CUST1881,Running Shoes,Apparel,West,19.78,1,5.32,Net Banking
ORD100483,2026-03-26,CUST1610,Smartwatch Pro,Electronics,West,485.13,1,161.73,Net Banking
ORD100542,2024-05-15,CUST1374,Gourmet Tea,Grocery,South,87.3,3,22.44,Cash
ORD100009,2024-08-23,CUST1521,Protein Bar Pack,Grocery,North,10.38,1,1.14,Net Banking
ORD100568,2026-03-24,CUST1774,Organic Coffee,Grocery,West,36.23,1,7.31,Cash
ORD100037,2025-10-23,CUST1130,Yoga Mat,Sports,West,,1,24.54,UPI
ORD100453,2025-07-28,CUST1729,Gourmet Tea,Grocery,South,20.68,2,2.75,Credit Card
ORD100140,2024-06-24,CUST1335,Electric Kettle,Home,East,137.15,1,37.81,Cash
ORD100254,2024-05-10,CUST1566,Wireless Mouse,Electronics,South,481.47,1,69.1,Cash
ORD100304,2024-08-25,CUST1738,Classic Lamp,Home,West,270.9,1,35.33,Net Banking
ORD100528,2025-12-21,CUST1973,Running Shoes,Apparel,East,43.23,1,8.6,Credit Card
ORD100531,2024-10-01,CUST1161,Classic Lamp,Home,West,172.55,1,15.27,UPI
ORD100369,2024-08-03,CUST1676,"LED Monitor 24""",Electronics,West,3230.56,4,545.55,Debit Card
ORD100060,2025-09-23,CUST1611,Electric Kettle,Home,North,259.03,1,23.64,Debit Card
ORD100112,2025-04-01,CUST1073,Scented Candle,Home,North,104.5,1,6.5,UPI
ORD100608,2026-04-04,CUST1992,Blender Pro,Home,Central,194.79,1,55.01,Cash
ORD100513,2025-01-12,CUST1795,Noise-Cancel Headphones,Electronics,West,1341.72,1,140.12,Credit Card
ORD100586,2025-08-23,CUST1605,Scented Candle,Home,Central,433.3,2,85.08,Debit Card
ORD100263,2024-05-15,CUST1220,Trail Backpack,Sports,South,242.73,1,45.78,Cash
ORD100591,2025-01-23,CUST1271,Noise-Cancel Headphones,Electronics,East,596.36,1,189.42,Net Banking
ORD100298,2024-08-08,CUST1697,Classic Lamp,Home,South,249.82,2,42.26,Cash
ORD100415,2025-08-01,CUST1398,Electric Kettle,Home,East,67.09,1,18.67,UPI
ORD100151,2025-11-19,CUST1157,Smartphone X,Electronics,Central,800.63,1,141.92,Credit Card
ORD100434,2025-11-15,CUST1390,Running Shoes,Apparel,North,92.63,1,30.65,Credit Card
ORD100558,2025-07-01,CUST1295,Smartphone X,Electronics,West,1260.26,2,367.72,Cash
ORD100441,2025-12-30,CUST1948,Blender Pro,Home,East,21.16,1,6.59,Debit Card
ORD100669,2025-12-16,CUST1328,Scented Candle,Home,Central,35.01,1,6.47,Net Banking
ORD100267,2025-05-13,CUST1508,Classic Lamp,Home,West,215.93,1,56.61,Debit Card
ORD100612,2024-11-19,CUST1730,Yoga Mat,Sports,South,164.35,1,40.59,UPI
ORD100360,2025-03-09,CUST1898,Protein Bar Pack,Grocery,West,6.59,1,2.21,Credit Card
ORD100624,2025-07-12,CUST1643,Denim Jacket,Apparel,Central,23.08,1,2.63,Net Banking
ORD100039,2026-02-12,CUST1648,Kitchen Knife Set,Home,East,49.72,1,14.47,Debit Card
ORD100128,2024-12-16,CUST1053,Protein Bar Pack,Grocery,East,38.0,1,11.9,Debit Card
ORD100424,2024-07-14,CUST1032,Smartwatch Pro,Electronics,West,738.49,1,227.48,Net Banking
ORD100417,2024-05-17,CUST1595,Protein Bar Pack,Grocery,Central,47.14,2,13.62,Cash
ORD100489,2026-04-02,CUST1587,Protein Bar Pack,Grocery,North,116.2,4,39.87,UPI
ORD100308,2025-07-31,CUST1910,Yoga Mat,Sports,Central,369.7,1,107.2,Debit Card
ORD100199,2024-04-20,CUST1006,Air Purifier,Home,Central,238.28,2,59.63,Net Banking
ORD100352,2024-06-15,CUST1588,"LED Monitor 24""",Electronics,East,710.52,1,110.28,Credit Card
ORD100504,2025-03-21,CUST1086,Blender Pro,Home,Central,275.94,1,73.24,Debit Card
ORD100147,2025-04-16,CUST1478,Air Purifier,Home,South,141.87,1,10.7,Net Banking
ORD100451,2025-06-01,CUST1984,Wireless Mouse,Electronics,East,2430.78,2,441.39,Debit Card
ORD100652,2026-02-09,CUST1896,Formal Shirt,Apparel,East,,1,36.51,Cash
ORD100527,2025-08-04,CUST1708,Blender Pro,Home,South,56.54,1,6.76,Credit Card
ORD100420,2025-08-18,CUST1194,Smartwatch Pro,Electronics,South,369.74,1,83.04,Net Banking
ORD100443,2024-12-21,CUST1174,Noise-Cancel Headphones,Electronics,East,992.17,1,245.67,Credit Card
ORD100626,2024-07-04,CUST1021,Yoga Mat,Sports,South,67.78,1,13.73,Cash
ORD100148,2025-11-13,CUST1075,Blender Pro,Home,East,670.76,4,108.12,Net Banking
ORD100551,2025-06-29,CUST1266,Gourmet Tea,Grocery,South,38.06,1,4.91,UPI
ORD100349,2025-01-18,CUST1025,Formal Shirt,Apparel,East,144.96,2,17.38,Cash
ORD100464,2025-10-16,CUST1284,Kitchen Knife Set,Home,Central,197.03,1,14.2,Debit Card
ORD100326,2024-12-14,CUST1493,Gourmet Tea,Grocery,West,27.94,1,1.83,Debit Card
ORD100187,2024-05-31,CUST1143,Formal Shirt,Apparel,East,82.9,1,21.66,Cash
ORD100124,2024-10-17,CUST1231,Blender Pro,Home,South,33.61,1,1.86,Net Banking
ORD100597,2025-08-14,CUST1573,Wireless Mouse,Electronics,West,97.86,1,9.3,Cash
ORD100097,2025-12-05,CUST1002,Denim Jacket,Apparel,South,107.38,1,6.35,Debit Card
ORD100144,2025-05-05,CUST1935,Air Purifier,Home,North,72.77,1,20.26,UPI
ORD100670,2024-07-30,CUST1101,Air Purifier,Home,South,75.03,1,14.73,Debit Card
ORD100198,2024-04-10,CUST1422,Blender Pro,Home,South,32.88,1,5.05,Net Banking
ORD100280,2025-06-07,CUST1992,Smartphone X,Electronics,West,525.45,1,125.94,Net Banking
ORD100294,2025-08-03,CUST1942,Denim Jacket,Apparel,East,44.13,1,11.1,Credit Card
ORD100401,2025-03-15,CUST1431,Kitchen Knife Set,Home,Central,97.25,1,5.51,Cash
ORD100123,2025-03-06,CUST1832,Blender Pro,Home,Central,150.9,3,16.41,Debit Card
ORD100184,2025-09-27,CUST1130,"LED Monitor 24""",Electronics,North,1243.51,1,380.08,UPI
ORD100203,2024-11-25,CUST1216,Smartwatch Pro,Electronics,West,1108.01,1,222.74,Credit Card
ORD100439,2024-07-04,CUST1115,Wireless Mouse,Electronics,West,297.97,1,61.95,Debit Card
ORD100247,2024-06-17,CUST1017,Smartwatch Pro,Electronics,North,298.34,1,56.33,Cash
ORD100416,2024-05-27,CUST1884,Yoga Mat,Sports,North,,1,11.26,UPI
ORD100623,2026-03-02,CUST1696,Organic Coffee,Grocery,West,13.71,1,1.23,UPI
ORD100130,2025-05-04,CUST1083,Gourmet Tea,Grocery,South,31.11,1,9.09,Debit Card
ORD100403,2026-03-22,CUST1767,Running Shoes,Apparel,South,22.31,1,2.95,Credit Card
ORD100581,2024-12-16,CUST1501,Protein Bar Pack,Grocery,South,11.34,2,3.18,Credit Card
ORD100546,2026-03-18,CUST1151,Protein Bar Pack,Grocery,South,13.98,1,1.34,Net Banking
ORD100220,2026-03-12,CUST1512,Blender Pro,Home,East,276.51,1,61.17,Debit Card
ORD100639,2025-09-11,CUST1605,Kitchen Knife Set,Home,West,83.52,1,26.38,Cash
ORD100534,2026-03-13,CUST1582,Noise-Cancel Headphones,Electronics,East,1907.98,2,280.49,Cash
ORD100642,2026-02-22,CUST1668,Gourmet Tea,Grocery,West,15.71,1,1.22,UPI
ORD100571,2024-05-17,CUST1201,Organic Coffee,Grocery,North,6.47,1,1.84,Credit Card
ORD100387,2026-03-15,CUST1453,Scented Candle,Home,Central,226.16,2,67.34,Net Banking
ORD100681,2024-10-18,CUST1455,Classic Lamp,Home,South,410.28,2,84.94,Net Banking
ORD100510,2024-12-17,CUST1197,Noise-Cancel Headphones,Electronics,North,135.17,1,28.62,Net Banking
ORD100268,2024-12-11,CUST1662,Electric Kettle,Home,West,124.0,1,28.77,Debit Card
ORD100442,2025-10-15,CUST1535,Denim Jacket,Apparel,Central,37.01,1,5.59,Net Banking
ORD100497,2025-12-14,CUST1007,Smartwatch Pro,Electronics,West,331.76,1,40.23,Cash
ORD100113,2024-07-30,CUST1414,Classic Lamp,Home,East,134.72,2,25.9,UPI
ORD100233,2024-09-23,CUST1331,Electric Kettle,Home,East,164.25,1,15.82,Debit Card
ORD100611,2024-09-03,CUST1091,Gourmet Tea,Grocery,South,62.49,3,14.04,UPI
ORD100374,2025-12-15,CUST1098,Smartphone X,Electronics,West,891.81,1,300.27,Credit Card
ORD100234,2024-06-03,CUST1283,Blender Pro,Home,South,82.31,1,5.4,UPI
ORD100555,2026-01-20,CUST1199,Smartwatch Pro,Electronics,Central,2361.9,2,821.11,UPI
ORD100318,2024-12-29,CUST1851,Formal Shirt,Apparel,South,,1,9.5,UPI
ORD100411,2025-12-27,CUST1463,Denim Jacket,Apparel,Central,58.36,2,6.65,Credit Card
ORD100628,2025-06-11,CUST1092,Wireless Mouse,Electronics,East,1213.24,2,337.69,UPI
ORD100359,2025-11-05,CUST1373,Trail Backpack,Sports,West,930.8,4,153.86,Cash
ORD100259,2024-11-27,CUST1918,Formal Shirt,Apparel,West,106.76,1,12.68,Debit Card
ORD100283,2024-10-31,CUST1997,Yoga Mat,Sports,West,132.02,1,26.49,Debit Card
ORD100377,2024-10-14,CUST1005,Classic Lamp,Home,Central,133.72,1,35.71,UPI
ORD100385,2025-10-28,CUST1936,Smartwatch Pro,Electronics,East,1108.41,1,261.12,UPI
ORD100225,2025-05-06,CUST1625,Scented Candle,Home,Central,49.04,1,8.49,Cash
ORD100668,2025-08-04,CUST1514,Classic Lamp,Home,North,207.82,1,25.95,Net Banking
ORD100573,2024-09-15,CUST1875,Formal Shirt,Apparel,Central,28.66,1,9.89,Debit Card
ORD100473,2025-08-02,CUST1816,Noise-Cancel Headphones,Electronics,South,693.26,1,128.71,UPI
ORD100348,2024-12-06,CUST1926,Kitchen Knife Set,Home,Central,74.37,1,17.68,Credit Card
ORD100506,2025-10-01,CUST1239,Scented Candle,Home,West,143.23,1,45.75,UPI
ORD100693,2025-11-11,CUST1129,Formal Shirt,Apparel,East,82.63,1,28.55,Credit Card
ORD100650,2025-05-28,CUST1919,Tennis Racket,Sports,Central,13.13,1,2.37,Net Banking
ORD100633,2024-10-12,CUST1216,Smartphone X,Electronics,North,688.97,1,107.9,Credit Card
ORD100599,2024-07-05,CUST1406,Blender Pro,Home,South,40.43,1,10.71,Net Banking
ORD100557,2025-05-04,CUST1381,Classic Lamp,Home,East,116.91,1,19.2,UPI
ORD100086,2026-03-07,CUST1796,Noise-Cancel Headphones,Electronics,Central,1233.97,1,319.36,Cash
